governorate,city,category,item,avg_price_egp,min_price_egp,max_price_egp
South Sinai,Dahab,Restaurants,Imported Beer (0.33 Liter Bottle),125.0,100.0,150.0
South Sinai,Dahab,Restaurants,Cappuccino (Regular Size),81.67,65.0,100.0
South Sinai,Dahab,Restaurants,"Soft Drink (Coca-Cola or Pepsi, 0.33 Liter Bottle)",25.0,20.0,30.0
South Sinai,Dahab,Restaurants,Bottled Water (0.33 Liter),13.67,6.0,20.0
South Sinai,Dahab,Markets,"Milk (Regular, 1 Liter)",52.0,49.0,55.0
South Sinai,Dahab,Markets,Fresh White Bread (500 g Loaf),60.0,50.0,70.0
South Sinai,Dahab,Markets,White Rice (1 kg),37.5,35.0,40.0
South Sinai,Dahab,Markets,"Eggs (12, Large Size)",70.0,60.0,78.0
South Sinai,Dahab,Markets,Local Cheese (1 kg),550.0,,
South Sinai,Dahab,Markets,Chicken Fillets (1 kg),200.0,150.0,250.0
South Sinai,Dahab,Markets,Beef Round or Equivalent Back Leg Red Meat (1 kg),550.0,,
South Sinai,Dahab,Markets,Apples (1 kg),120.0,90.0,150.0
South Sinai,Dahab,Markets,Bananas (1 kg),77.5,40.0,115.0
South Sinai,Dahab,Markets,Oranges (1 kg),35.0,,
South Sinai,Dahab,Markets,Tomatoes (1 kg),30.0,,
South Sinai,Dahab,Markets,Potatoes (1 kg),30.0,,
South Sinai,Dahab,Markets,Onions (1 kg),30.0,,
South Sinai,Dahab,Markets,Lettuce (1 Head),45.0,,
South Sinai,Dahab,Markets,Bottled Water (1.5 Liter),10.0,10.0,10.0
South Sinai,Dahab,Markets,Bottle of Wine (Mid-Range),350.0,,
South Sinai,Dahab,Markets,Domestic Beer (0.5 Liter Bottle),85.0,,
South Sinai,Dahab,Markets,"Cigarettes (Pack of 20, Marlboro)",80.0,,
South Sinai,Dahab,Transportation,One-Way Ticket (Local Transport),10.0,,
South Sinai,Dahab,Transportation,Monthly Public Transport Pass (Regular Price),400.0,,
South Sinai,Dahab,Transportation,Taxi Start (Standard Tariff),40.0,30.0,50.0
South Sinai,Dahab,Transportation,Gasoline (1 Liter),21.0,17.0,24.0
South Sinai,Dahab,Utilities (Monthly),"Basic Utilities for 85 m2 Apartment (Electricity, Heating, Cooling, Water, Garbage)",950.0,400.0,1500.0
South Sinai,Dahab,Utilities (Monthly),"Mobile Phone Plan (Monthly, with Calls and 10GB+ Data)",350.0,350.0,350.0
South Sinai,Dahab,Utilities (Monthly),"Broadband Internet (Unlimited Data, 60 Mbps or Higher)",925.0,500.0,1350.0
South Sinai,Dahab,Sports And Leisure,Monthly Fitness Club Membership,800.0,600.0,1000.0
South Sinai,Dahab,Sports And Leisure,"Tennis Court Rental (1 Hour, Weekend)",500.0,,
South Sinai,Dahab,Sports And Leisure,Cinema Ticket (International Release),250.0,,
South Sinai,Dahab,Rent Per Month,1 Bedroom Apartment in City Centre,10000.0,5000.0,15000.0
South Sinai,Dahab,Rent Per Month,1 Bedroom Apartment Outside of City Centre,6750.0,3500.0,10000.0
South Sinai,Dahab,Rent Per Month,3 Bedroom Apartment in City Centre,27500.0,20000.0,35000.0
South Sinai,Dahab,Rent Per Month,3 Bedroom Apartment Outside of City Centre,16500.0,15000.0,18000.0
South Sinai,Dahab,Salaries And Financing,Average Monthly Net Salary (After Tax),7000.0,,
Beheira,Damanhur,Restaurants,Meal at an Inexpensive Restaurant,129.0,100.0,600.0
Beheira,Damanhur,Restaurants,"Meal for Two at a Mid-Range Restaurant (Three Courses, Without Drinks)",500.0,500.0,3000.0
Beheira,Damanhur,Restaurants,Combo Meal at McDonald's (or Equivalent Fast-Food Meal),190.0,180.0,350.0
Beheira,Damanhur,Restaurants,Domestic Draft Beer (0.5 Liter),40.0,40.0,200.0
Beheira,Damanhur,Restaurants,Imported Beer (0.33 Liter Bottle),80.0,80.0,200.0
Beheira,Damanhur,Restaurants,Cappuccino (Regular Size),43.33,25.0,150.0
Beheira,Damanhur,Restaurants,"Soft Drink (Coca-Cola or Pepsi, 0.33 Liter Bottle)",15.67,10.0,30.0
Beheira,Damanhur,Restaurants,Bottled Water (0.33 Liter),5.75,5.0,15.0
Beheira,Damanhur,Markets,"Milk (Regular, 1 Liter)",48.51,25.0,75.0
Beheira,Damanhur,Markets,Fresh White Bread (500 g Loaf),36.54,20.0,100.0
Beheira,Damanhur,Markets,White Rice (1 kg),25.0,25.0,45.0
Beheira,Damanhur,Markets,"Eggs (12, Large Size)",54.0,36.0,96.0
Beheira,Damanhur,Markets,Local Cheese (1 kg),200.0,100.0,450.0
Beheira,Damanhur,Markets,Chicken Fillets (1 kg),163.33,120.0,350.0
Beheira,Damanhur,Markets,Beef Round or Equivalent Back Leg Red Meat (1 kg),416.67,400.0,550.0
Beheira,Damanhur,Markets,Apples (1 kg),50.0,50.0,130.0
Beheira,Damanhur,Markets,Bananas (1 kg),40.0,30.0,58.0
Beheira,Damanhur,Markets,Oranges (1 kg),27.5,15.0,50.0
Beheira,Damanhur,Markets,Tomatoes (1 kg),19.24,8.0,35.0
Beheira,Damanhur,Markets,Potatoes (1 kg),15.0,10.0,30.0
Beheira,Damanhur,Markets,Onions (1 kg),17.5,12.0,33.07
Beheira,Damanhur,Markets,Lettuce (1 Head),10.0,5.0,22.0
Beheira,Damanhur,Markets,Bottled Water (1.5 Liter),10.93,9.0,20.0
Beheira,Damanhur,Markets,Bottle of Wine (Mid-Range),400.0,300.0,600.0
Beheira,Damanhur,Markets,Domestic Beer (0.5 Liter Bottle),60.0,40.0,120.0
Beheira,Damanhur,Markets,Imported Beer (0.33 Liter Bottle),109.41,60.0,160.0
Beheira,Damanhur,Markets,"Cigarettes (Pack of 20, Marlboro)",100.0,95.0,115.0
Beheira,Damanhur,Transportation,Monthly Public Transport Pass (Regular Price),450.0,,
Beheira,Damanhur,Transportation,Taxi Start (Standard Tariff),15.0,15.0,50.0
Beheira,Damanhur,Transportation,Taxi 1 km (Standard Tariff),11.0,8.0,25.0
Beheira,Damanhur,Transportation,Taxi 1 Hour Waiting (Standard Tariff),50.0,30.0,100.0
Beheira,Damanhur,Transportation,Gasoline (1 Liter),20.76,17.0,24.0
Beheira,Damanhur,Transportation,Volkswagen Golf 1.5 (or Equivalent New Compact Car),1690000.0,1500000.0,1950000.0
Beheira,Damanhur,Transportation,Toyota Corolla Sedan 1.6 (or Equivalent New Mid-Size Car),1451578.95,1300000.0,1600000.0
Beheira,Damanhur,Utilities (Monthly),"Basic Utilities for 85 m2 Apartment (Electricity, Heating, Cooling, Water, Garbage)",900.0,600.0,2000.0
Beheira,Damanhur,Utilities (Monthly),"Mobile Phone Plan (Monthly, with Calls and 10GB+ Data)",300.0,200.0,600.0
Beheira,Damanhur,Utilities (Monthly),"Broadband Internet (Unlimited Data, 60 Mbps or Higher)",563.08,350.0,1000.0
Beheira,Damanhur,Sports And Leisure,Monthly Fitness Club Membership,325.0,300.0,350.0
Beheira,Damanhur,Sports And Leisure,Cinema Ticket (International Release),200.0,150.0,350.0
Beheira,Damanhur,Childcare,"Private Full-Day Preschool or Kindergarten, Monthly Fee per Child",5324.56,2916.67,8000.0
Beheira,Damanhur,Childcare,"International Primary School, Annual Tuition per Child",144791.67,75000.0,485005.6
Beheira,Damanhur,Clothing And Shoes,Jeans (Levi's 501 or Similar),1876.19,650.0,4000.0
Beheira,Damanhur,Clothing And Shoes,Summer Dress in a Chain Store (e.g. Zara or H&M),2277.27,1000.0,3000.0
Beheira,Damanhur,Clothing And Shoes,Nike Running Shoes (Mid-Range),5825.0,3000.0,10000.0
Beheira,Damanhur,Clothing And Shoes,Men's Leather Business Shoes,3166.67,1500.0,6000.0
Beheira,Damanhur,Rent Per Month,1 Bedroom Apartment in City Centre,3000.0,3000.0,3000.0
Beheira,Damanhur,Rent Per Month,1 Bedroom Apartment Outside of City Centre,1750.0,1500.0,2000.0
Beheira,Damanhur,Rent Per Month,3 Bedroom Apartment in City Centre,5250.0,5000.0,5500.0
Beheira,Damanhur,Rent Per Month,3 Bedroom Apartment Outside of City Centre,3000.0,3000.0,3000.0
Beheira,Damanhur,Buy Apartment Price,Price per Square Meter to Buy Apartment in City Centre,25000.0,,
Beheira,Damanhur,Buy Apartment Price,Price per Square Meter to Buy Apartment Outside of Centre,10000.0,,
Beheira,Damanhur,Salaries And Financing,Average Monthly Net Salary (After Tax),6000.0,,
Beheira,Damanhur,Salaries And Financing,"Annual Mortgage Interest Rate (20-Year Fixed, in %)",17.47,8.0,27.5
Damietta,Damietta,Restaurants,Meal at an Inexpensive Restaurant,200.0,120.0,500.0
Damietta,Damietta,Restaurants,"Meal for Two at a Mid-Range Restaurant (Three Courses, Without Drinks)",600.0,500.0,1500.0
Damietta,Damietta,Restaurants,Combo Meal at McDonald's (or Equivalent Fast-Food Meal),250.0,200.0,300.0
Damietta,Damietta,Restaurants,Domestic Draft Beer (0.5 Liter),72.5,60.0,150.0
Damietta,Damietta,Restaurants,Imported Beer (0.33 Liter Bottle),150.0,90.0,350.0
Damietta,Damietta,Restaurants,Cappuccino (Regular Size),57.5,15.0,120.0
Damietta,Damietta,Restaurants,"Soft Drink (Coca-Cola or Pepsi, 0.33 Liter Bottle)",16.38,15.0,20.0
Damietta,Damietta,Restaurants,Bottled Water (0.33 Liter),6.53,5.0,12.0
Damietta,Damietta,Markets,"Milk (Regular, 1 Liter)",34.5,28.0,50.0
Damietta,Damietta,Markets,Fresh White Bread (500 g Loaf),16.67,10.0,120.0
Damietta,Damietta,Markets,White Rice (1 kg),33.52,26.0,40.0
Damietta,Damietta,Markets,"Eggs (12, Large Size)",61.17,36.0,72.0
Damietta,Damietta,Markets,Local Cheese (1 kg),96.0,65.0,400.0
Damietta,Damietta,Markets,Chicken Fillets (1 kg),146.25,80.0,250.0
Damietta,Damietta,Markets,Beef Round or Equivalent Back Leg Red Meat (1 kg),430.0,380.0,500.0
Damietta,Damietta,Markets,Apples (1 kg),70.83,40.0,90.0
Damietta,Damietta,Markets,Bananas (1 kg),32.0,25.0,50.0
Damietta,Damietta,Markets,Oranges (1 kg),20.0,10.0,50.0
Damietta,Damietta,Markets,Tomatoes (1 kg),17.04,6.0,40.0
Damietta,Damietta,Markets,Potatoes (1 kg),17.08,7.0,30.0
Damietta,Damietta,Markets,Onions (1 kg),11.75,5.0,30.0
Damietta,Damietta,Markets,Lettuce (1 Head),13.75,5.0,30.0
Damietta,Damietta,Markets,Bottled Water (1.5 Liter),10.12,5.0,15.0
Damietta,Damietta,Markets,Bottle of Wine (Mid-Range),300.0,150.0,1000.0
Damietta,Damietta,Markets,Domestic Beer (0.5 Liter Bottle),66.0,50.0,120.0
Damietta,Damietta,Markets,Imported Beer (0.33 Liter Bottle),100.0,45.0,160.0
Damietta,Damietta,Markets,"Cigarettes (Pack of 20, Marlboro)",100.0,80.0,150.0
Damietta,Damietta,Transportation,One-Way Ticket (Local Transport),4.75,4.5,5.0
Damietta,Damietta,Transportation,Monthly Public Transport Pass (Regular Price),217.39,,
Damietta,Damietta,Transportation,Taxi Start (Standard Tariff),20.0,11.5,50.0
Damietta,Damietta,Transportation,Taxi 1 km (Standard Tariff),15.0,10.0,30.0
Damietta,Damietta,Transportation,Taxi 1 Hour Waiting (Standard Tariff),20.0,20.0,100.0
Damietta,Damietta,Transportation,Gasoline (1 Liter),18.31,13.0,24.0
Damietta,Damietta,Transportation,Volkswagen Golf 1.5 (or Equivalent New Compact Car),1272500.0,1250000.0,1800000.0
Damietta,Damietta,Transportation,Toyota Corolla Sedan 1.6 (or Equivalent New Mid-Size Car),1500000.0,1200000.0,2000000.0
Damietta,Damietta,Utilities (Monthly),"Basic Utilities for 85 m2 Apartment (Electricity, Heating, Cooling, Water, Garbage)",669.6,470.0,2500.0
Damietta,Damietta,Utilities (Monthly),"Mobile Phone Plan (Monthly, with Calls and 10GB+ Data)",335.0,150.0,500.0
Damietta,Damietta,Utilities (Monthly),"Broadband Internet (Unlimited Data, 60 Mbps or Higher)",533.64,200.0,2000.0
Damietta,Damietta,Sports And Leisure,Monthly Fitness Club Membership,966.67,300.0,2000.0
Damietta,Damietta,Sports And Leisure,"Tennis Court Rental (1 Hour, Weekend)",333.33,200.0,500.0
Damietta,Damietta,Sports And Leisure,Cinema Ticket (International Release),150.0,100.0,300.0
Damietta,Damietta,Childcare,"Private Full-Day Preschool or Kindergarten, Monthly Fee per Child",1875.0,750.0,5000.0
Damietta,Damietta,Childcare,"International Primary School, Annual Tuition per Child",48333.33,20000.0,308661.93
Damietta,Damietta,Clothing And Shoes,Jeans (Levi's 501 or Similar),766.67,500.0,3000.0
Damietta,Damietta,Clothing And Shoes,Summer Dress in a Chain Store (e.g. Zara or H&M),1350.0,700.0,4000.0
Damietta,Damietta,Clothing And Shoes,Nike Running Shoes (Mid-Range),4000.0,2000.0,12000.0
Damietta,Damietta,Clothing And Shoes,Men's Leather Business Shoes,1000.0,700.0,5000.0
Damietta,Damietta,Rent Per Month,1 Bedroom Apartment in City Centre,1750.0,1500.0,2000.0
Damietta,Damietta,Rent Per Month,1 Bedroom Apartment Outside of City Centre,1100.0,1000.0,1200.0
Damietta,Damietta,Rent Per Month,3 Bedroom Apartment in City Centre,6000.0,6000.0,6000.0
Damietta,Damietta,Rent Per Month,3 Bedroom Apartment Outside of City Centre,4250.0,3500.0,5000.0
Damietta,Damietta,Buy Apartment Price,Price per Square Meter to Buy Apartment in City Centre,50000.0,,
Damietta,Damietta,Buy Apartment Price,Price per Square Meter to Buy Apartment Outside of Centre,35000.0,,
Damietta,Damietta,Salaries And Financing,Average Monthly Net Salary (After Tax),6500.0,,
Damietta,Damietta,Salaries And Financing,"Annual Mortgage Interest Rate (20-Year Fixed, in %)",8.0,8.0,24.0
Dakahlia,Dikirnis,Markets,"Milk (Regular, 1 Liter)",30.0,,
Dakahlia,Dikirnis,Markets,Fresh White Bread (500 g Loaf),50.0,,
Dakahlia,Dikirnis,Markets,White Rice (1 kg),40.0,,
Dakahlia,Dikirnis,Markets,"Eggs (12, Large Size)",72.0,,
Dakahlia,Dikirnis,Markets,Local Cheese (1 kg),200.0,,
Dakahlia,Dikirnis,Markets,Chicken Fillets (1 kg),200.0,,
Dakahlia,Dikirnis,Markets,Beef Round or Equivalent Back Leg Red Meat (1 kg),400.0,,
Dakahlia,Dikirnis,Markets,Apples (1 kg),80.0,,
Dakahlia,Dikirnis,Markets,Bananas (1 kg),30.0,,
Dakahlia,Dikirnis,Markets,Oranges (1 kg),30.0,,
Dakahlia,Dikirnis,Markets,Tomatoes (1 kg),30.0,,
Dakahlia,Dikirnis,Markets,Potatoes (1 kg),30.0,,
Dakahlia,Dikirnis,Markets,Onions (1 kg),30.0,,
Dakahlia,Dikirnis,Markets,Lettuce (1 Head),50.0,,
Dakahlia,Dikirnis,Markets,Bottled Water (1.5 Liter),10.0,,
Dakahlia,Dikirnis,Transportation,One-Way Ticket (Local Transport),20.0,,
Dakahlia,Dikirnis,Transportation,Taxi 1 Hour Waiting (Standard Tariff),300.0,,
Dakahlia,Dikirnis,Utilities (Monthly),"Basic Utilities for 85 m2 Apartment (Electricity, Heating, Cooling, Water, Garbage)",1000.0,,
Dakahlia,Dikirnis,Utilities (Monthly),"Mobile Phone Plan (Monthly, with Calls and 10GB+ Data)",300.0,,
Dakahlia,Dikirnis,Utilities (Monthly),"Broadband Internet (Unlimited Data, 60 Mbps or Higher)",600.0,,
Dakahlia,Dikirnis,Sports And Leisure,Monthly Fitness Club Membership,1000.0,,
Dakahlia,Dikirnis,Childcare,"Private Full-Day Preschool or Kindergarten, Monthly Fee per Child",2000.0,,
Dakahlia,Dikirnis,Childcare,"International Primary School, Annual Tuition per Child",22000.0,,
Dakahlia,Dikirnis,Rent Per Month,3 Bedroom Apartment in City Centre,5000.0,,
Dakahlia,Dikirnis,Salaries And Financing,Average Monthly Net Salary (After Tax),7000.0,,
Fayoum,Fayoum,Restaurants,Meal at an Inexpensive Restaurant,120.0,120.0,500.0
Fayoum,Fayoum,Restaurants,"Meal for Two at a Mid-Range Restaurant (Three Courses, Without Drinks)",700.0,500.0,1500.0
Fayoum,Fayoum,Restaurants,Combo Meal at McDonald's (or Equivalent Fast-Food Meal),250.0,180.0,350.0
Fayoum,Fayoum,Restaurants,Domestic Draft Beer (0.5 Liter),72.5,50.0,200.0
Fayoum,Fayoum,Restaurants,Imported Beer (0.33 Liter Bottle),150.0,90.0,400.0
Fayoum,Fayoum,Restaurants,Cappuccino (Regular Size),62.5,30.0,120.0
Fayoum,Fayoum,Restaurants,"Soft Drink (Coca-Cola or Pepsi, 0.33 Liter Bottle)",16.38,15.0,20.0
Fayoum,Fayoum,Restaurants,Bottled Water (0.33 Liter),6.53,5.0,10.0
Fayoum,Fayoum,Markets,"Milk (Regular, 1 Liter)",37.5,30.0,50.0
Fayoum,Fayoum,Markets,Fresh White Bread (500 g Loaf),39.57,20.0,120.0
Fayoum,Fayoum,Markets,White Rice (1 kg),33.52,23.0,40.0
Fayoum,Fayoum,Markets,"Eggs (12, Large Size)",61.17,36.0,72.0
Fayoum,Fayoum,Markets,Local Cheese (1 kg),153.33,80.0,400.0
Fayoum,Fayoum,Markets,Chicken Fillets (1 kg),220.62,175.0,300.0
Fayoum,Fayoum,Markets,Beef Round or Equivalent Back Leg Red Meat (1 kg),416.67,270.0,500.0
Fayoum,Fayoum,Markets,Apples (1 kg),72.11,25.0,160.0
Fayoum,Fayoum,Markets,Bananas (1 kg),33.82,20.0,50.0
Fayoum,Fayoum,Markets,Oranges (1 kg),22.69,10.0,60.0
Fayoum,Fayoum,Markets,Tomatoes (1 kg),17.04,10.0,49.0
Fayoum,Fayoum,Markets,Potatoes (1 kg),17.08,7.0,39.0
Fayoum,Fayoum,Markets,Onions (1 kg),18.57,10.0,30.0
Fayoum,Fayoum,Markets,Lettuce (1 Head),14.0,5.0,40.0
Fayoum,Fayoum,Markets,Bottled Water (1.5 Liter),10.12,8.0,12.0
Fayoum,Fayoum,Markets,Bottle of Wine (Mid-Range),300.0,120.0,600.0
Fayoum,Fayoum,Markets,Domestic Beer (0.5 Liter Bottle),66.0,60.0,90.0
Fayoum,Fayoum,Markets,Imported Beer (0.33 Liter Bottle),113.33,45.0,160.0
Fayoum,Fayoum,Markets,"Cigarettes (Pack of 20, Marlboro)",100.0,80.0,150.0
Fayoum,Fayoum,Transportation,One-Way Ticket (Local Transport),3.0,3.0,12.0
Fayoum,Fayoum,Transportation,Monthly Public Transport Pass (Regular Price),300.0,,
Fayoum,Fayoum,Transportation,Taxi Start (Standard Tariff),22.5,20.0,50.0
Fayoum,Fayoum,Transportation,Taxi 1 km (Standard Tariff),15.0,10.0,30.0
Fayoum,Fayoum,Transportation,Taxi 1 Hour Waiting (Standard Tariff),50.0,50.0,80.0
Fayoum,Fayoum,Transportation,Gasoline (1 Liter),17.5,13.5,24.0
Fayoum,Fayoum,Transportation,Volkswagen Golf 1.5 (or Equivalent New Compact Car),1690000.0,1690000.0,3000000.0
Fayoum,Fayoum,Transportation,Toyota Corolla Sedan 1.6 (or Equivalent New Mid-Size Car),1506250.0,1200000.0,2000000.0
Fayoum,Fayoum,Utilities (Monthly),"Basic Utilities for 85 m2 Apartment (Electricity, Heating, Cooling, Water, Garbage)",669.6,470.0,1700.0
Fayoum,Fayoum,Utilities (Monthly),"Mobile Phone Plan (Monthly, with Calls and 10GB+ Data)",335.79,150.0,800.0
Fayoum,Fayoum,Utilities (Monthly),"Broadband Internet (Unlimited Data, 60 Mbps or Higher)",533.64,250.0,1700.0
Fayoum,Fayoum,Sports And Leisure,Monthly Fitness Club Membership,1266.67,300.0,2600.0
Fayoum,Fayoum,Sports And Leisure,"Tennis Court Rental (1 Hour, Weekend)",1300.0,,
Fayoum,Fayoum,Sports And Leisure,Cinema Ticket (International Release),120.0,100.0,150.0
Fayoum,Fayoum,Childcare,"Private Full-Day Preschool or Kindergarten, Monthly Fee per Child",1300.0,1250.0,5000.0
Fayoum,Fayoum,Childcare,"International Primary School, Annual Tuition per Child",45000.0,30000.0,308505.74
Fayoum,Fayoum,Clothing And Shoes,Jeans (Levi's 501 or Similar),1503.57,600.0,3000.0
Fayoum,Fayoum,Clothing And Shoes,Summer Dress in a Chain Store (e.g. Zara or H&M),2300.0,800.0,10000.0
Fayoum,Fayoum,Clothing And Shoes,Nike Running Shoes (Mid-Range),6545.45,3500.0,12000.0
Fayoum,Fayoum,Clothing And Shoes,Men's Leather Business Shoes,2366.67,600.0,5000.0
Fayoum,Fayoum,Rent Per Month,1 Bedroom Apartment in City Centre,9333.33,6500.0,15000.0
Fayoum,Fayoum,Rent Per Month,1 Bedroom Apartment Outside of City Centre,4333.33,2500.0,8000.0
Fayoum,Fayoum,Rent Per Month,3 Bedroom Apartment in City Centre,16666.67,15000.0,20000.0
Fayoum,Fayoum,Rent Per Month,3 Bedroom Apartment Outside of City Centre,9333.33,8000.0,12000.0
Fayoum,Fayoum,Buy Apartment Price,Price per Square Meter to Buy Apartment in City Centre,21333.33,17000.0,30000.0
Fayoum,Fayoum,Buy Apartment Price,Price per Square Meter to Buy Apartment Outside of Centre,10666.67,8000.0,16000.0
Fayoum,Fayoum,Salaries And Financing,Average Monthly Net Salary (After Tax),3666.67,,
Fayoum,Fayoum,Salaries And Financing,"Annual Mortgage Interest Rate (20-Year Fixed, in %)",6.0,6.0,24.0
Gharbia,Mahalla,Restaurants,Meal at an Inexpensive Restaurant,200.0,120.0,500.0
Gharbia,Mahalla,Restaurants,"Meal for Two at a Mid-Range Restaurant (Three Courses, Without Drinks)",750.0,500.0,1500.0
Gharbia,Mahalla,Restaurants,Combo Meal at McDonald's (or Equivalent Fast-Food Meal),160.0,150.0,250.0
Gharbia,Mahalla,Restaurants,Domestic Draft Beer (0.5 Liter),70.0,60.0,110.0
Gharbia,Mahalla,Restaurants,Imported Beer (0.33 Liter Bottle),150.0,90.0,200.0
Gharbia,Mahalla,Restaurants,Cappuccino (Regular Size),64.12,30.0,120.0
Gharbia,Mahalla,Restaurants,"Soft Drink (Coca-Cola or Pepsi, 0.33 Liter Bottle)",16.38,15.0,20.0
Gharbia,Mahalla,Restaurants,Bottled Water (0.33 Liter),6.0,5.0,10.0
Gharbia,Mahalla,Markets,"Milk (Regular, 1 Liter)",43.93,35.0,55.0
Gharbia,Mahalla,Markets,Fresh White Bread (500 g Loaf),15.33,11.0,120.0
Gharbia,Mahalla,Markets,White Rice (1 kg),28.6,22.0,40.0
Gharbia,Mahalla,Markets,"Eggs (12, Large Size)",61.17,36.0,84.0
Gharbia,Mahalla,Markets,Local Cheese (1 kg),150.0,80.0,400.0
Gharbia,Mahalla,Markets,Chicken Fillets (1 kg),212.0,180.0,250.0
Gharbia,Mahalla,Markets,Beef Round or Equivalent Back Leg Red Meat (1 kg),392.5,350.0,500.0
Gharbia,Mahalla,Markets,Apples (1 kg),72.11,25.0,150.0
Gharbia,Mahalla,Markets,Bananas (1 kg),33.82,25.0,57.0
Gharbia,Mahalla,Markets,Oranges (1 kg),22.69,10.0,35.0
Gharbia,Mahalla,Markets,Tomatoes (1 kg),17.04,10.0,25.0
Gharbia,Mahalla,Markets,Potatoes (1 kg),17.08,7.0,30.0
Gharbia,Mahalla,Markets,Onions (1 kg),18.57,10.0,30.0
Gharbia,Mahalla,Markets,Lettuce (1 Head),14.0,5.0,30.0
Gharbia,Mahalla,Markets,Bottled Water (1.5 Liter),10.12,8.0,12.0
Gharbia,Mahalla,Markets,Bottle of Wine (Mid-Range),300.0,150.0,500.0
Gharbia,Mahalla,Markets,Domestic Beer (0.5 Liter Bottle),66.0,60.0,90.0
Gharbia,Mahalla,Markets,Imported Beer (0.33 Liter Bottle),140.0,45.0,160.0
Gharbia,Mahalla,Markets,"Cigarettes (Pack of 20, Marlboro)",100.0,80.0,150.0
Gharbia,Mahalla,Transportation,Taxi Start (Standard Tariff),17.5,9.0,50.0
Gharbia,Mahalla,Transportation,Taxi 1 km (Standard Tariff),22.5,10.0,30.0
Gharbia,Mahalla,Transportation,Taxi 1 Hour Waiting (Standard Tariff),50.0,50.0,100.0
Gharbia,Mahalla,Transportation,Gasoline (1 Liter),19.03,15.0,24.0
Gharbia,Mahalla,Transportation,Volkswagen Golf 1.5 (or Equivalent New Compact Car),1690000.0,1500000.0,1800000.0
Gharbia,Mahalla,Transportation,Toyota Corolla Sedan 1.6 (or Equivalent New Mid-Size Car),1216666.67,1150000.0,1700000.0
Gharbia,Mahalla,Utilities (Monthly),"Basic Utilities for 85 m2 Apartment (Electricity, Heating, Cooling, Water, Garbage)",669.6,470.0,1700.0
Gharbia,Mahalla,Utilities (Monthly),"Mobile Phone Plan (Monthly, with Calls and 10GB+ Data)",212.0,100.0,1000.0
Gharbia,Mahalla,Utilities (Monthly),"Broadband Internet (Unlimited Data, 60 Mbps or Higher)",444.0,250.0,2050.0
Gharbia,Mahalla,Sports And Leisure,Cinema Ticket (International Release),150.0,100.0,200.0
Gharbia,Mahalla,Childcare,"Private Full-Day Preschool or Kindergarten, Monthly Fee per Child",1666.67,1666.67,5000.0
Gharbia,Mahalla,Childcare,"International Primary School, Annual Tuition per Child",111363.64,70000.0,308661.93
Gharbia,Mahalla,Clothing And Shoes,Jeans (Levi's 501 or Similar),860.0,400.0,3000.0
Gharbia,Mahalla,Clothing And Shoes,Summer Dress in a Chain Store (e.g. Zara or H&M),2300.0,800.0,4000.0
Gharbia,Mahalla,Clothing And Shoes,Nike Running Shoes (Mid-Range),5375.0,3000.0,12000.0
Gharbia,Mahalla,Clothing And Shoes,Men's Leather Business Shoes,2877.78,700.0,9000.0
Gharbia,Mahalla,Salaries And Financing,"Annual Mortgage Interest Rate (20-Year Fixed, in %)",20.0,8.0,27.0
Cairo,Obour,Restaurants,Meal at an Inexpensive Restaurant,250.0,180.0,500.0
Cairo,Obour,Restaurants,"Meal for Two at a Mid-Range Restaurant (Three Courses, Without Drinks)",1250.0,800.0,1700.0
Cairo,Obour,Restaurants,Combo Meal at McDonald's (or Equivalent Fast-Food Meal),375.0,300.0,450.0
Cairo,Obour,Restaurants,Domestic Draft Beer (0.5 Liter),45.0,,
Cairo,Obour,Restaurants,Cappuccino (Regular Size),80.0,70.0,90.0
Cairo,Obour,Restaurants,"Soft Drink (Coca-Cola or Pepsi, 0.33 Liter Bottle)",15.33,9.0,20.0
Cairo,Obour,Restaurants,Bottled Water (0.33 Liter),7.67,6.0,10.0
Cairo,Obour,Markets,"Milk (Regular, 1 Liter)",51.5,48.0,55.0
Cairo,Obour,Markets,Fresh White Bread (500 g Loaf),20.0,,
Cairo,Obour,Markets,White Rice (1 kg),35.0,,
Cairo,Obour,Markets,"Eggs (12, Large Size)",68.0,64.0,72.0
Cairo,Obour,Markets,Local Cheese (1 kg),235.74,231.49,240.0
Cairo,Obour,Markets,Chicken Fillets (1 kg),220.0,190.0,250.0
Cairo,Obour,Markets,Beef Round or Equivalent Back Leg Red Meat (1 kg),505.0,,
Cairo,Obour,Markets,Bottled Water (1.5 Liter),8.0,,
Cairo,Obour,Markets,"Cigarettes (Pack of 20, Marlboro)",112.5,105.0,120.0
Cairo,Obour,Transportation,Gasoline (1 Liter),20.62,19.0,22.25
Cairo,Obour,Transportation,Volkswagen Golf 1.5 (or Equivalent New Compact Car),2000000.0,,
Cairo,Obour,Transportation,Toyota Corolla Sedan 1.6 (or Equivalent New Mid-Size Car),1800000.0,,
Cairo,Obour,Utilities (Monthly),"Basic Utilities for 85 m2 Apartment (Electricity, Heating, Cooling, Water, Garbage)",1888.89,,
Cairo,Obour,Utilities (Monthly),"Broadband Internet (Unlimited Data, 60 Mbps or Higher)",870.0,240.0,1500.0
Cairo,Obour,Childcare,"International Primary School, Annual Tuition per Child",120000.0,,
Cairo,Obour,Clothing And Shoes,Jeans (Levi's 501 or Similar),1500.0,,
