Id_cost,governorate,city,category,item,avg_price_egp,min_price_egp,max_price_egp
346,Assiut,Assiut,Rent Per Month,1 Bedroom Apartment Outside of City Centre,4000,,
347,Assiut,Assiut,Rent Per Month,3 Bedroom Apartment in City Centre,9000,,
348,Assiut,Assiut,Rent Per Month,3 Bedroom Apartment Outside of City Centre,7000,,
349,Assiut,Assiut,Salaries And Financing,Average Monthly Net Salary (After Tax),6000,,
350,Assiut,Assiut,Salaries And Financing,"Annual Mortgage Interest Rate (20-Year Fixed, in %)",10,,
351,Qalyubia,Banha,Restaurants,Meal at an Inexpensive Restaurant,200,120,500
352,Qalyubia,Banha,Restaurants,"Meal for Two at a Mid-Range Restaurant (Three Courses, Without Drinks)",500,412,1500
353,Qalyubia,Banha,Restaurants,Combo Meal at McDonald's (or Equivalent Fast-Food Meal),225,200,250
354,Qalyubia,Banha,Restaurants,Domestic Draft Beer (0.5 Liter),72.5,60,110
355,Qalyubia,Banha,Restaurants,Imported Beer (0.33 Liter Bottle),150,90,200
356,Qalyubia,Banha,Restaurants,Cappuccino (Regular Size),40,30,120
357,Qalyubia,Banha,Restaurants,"Soft Drink (Coca-Cola or Pepsi, 0.33 Liter Bottle)",16.38,15,30
358,Qalyubia,Banha,Restaurants,Bottled Water (0.33 Liter),6.53,5,10
359,Qalyubia,Banha,Markets,"Milk (Regular, 1 Liter)",43.93,38,50
360,Qalyubia,Banha,Markets,Fresh White Bread (500 g Loaf),10,10,120
361,Qalyubia,Banha,Markets,White Rice (1 kg),33.52,26,41
362,Qalyubia,Banha,Markets,"Eggs (12, Large Size)",61.17,36,72
363,Qalyubia,Banha,Markets,Local Cheese (1 kg),80,80,400
364,Qalyubia,Banha,Markets,Chicken Fillets (1 kg),220.62,180,250
365,Qalyubia,Banha,Markets,Beef Round or Equivalent Back Leg Red Meat (1 kg),300,300,500
366,Qalyubia,Banha,Markets,Apples (1 kg),72.11,40,90
367,Qalyubia,Banha,Markets,Bananas (1 kg),33.82,25,50
368,Qalyubia,Banha,Markets,Oranges (1 kg),20,10,35
369,Qalyubia,Banha,Markets,Tomatoes (1 kg),17.04,10,25
370,Qalyubia,Banha,Markets,Potatoes (1 kg),17.08,7,30
371,Qalyubia,Banha,Markets,Onions (1 kg),18.57,10,30
372,Qalyubia,Banha,Markets,Lettuce (1 Head),14,5,30
373,Qalyubia,Banha,Markets,Bottled Water (1.5 Liter),10.12,8,15
374,Qalyubia,Banha,Markets,Bottle of Wine (Mid-Range),300,150,500
375,Qalyubia,Banha,Markets,Domestic Beer (0.5 Liter Bottle),66,60,90
376,Qalyubia,Banha,Markets,Imported Beer (0.33 Liter Bottle),140,45,160
377,Qalyubia,Banha,Markets,"Cigarettes (Pack of 20, Marlboro)",100,80,150
378,Qalyubia,Banha,Transportation,One-Way Ticket (Local Transport),13,,
379,Qalyubia,Banha,Transportation,Taxi Start (Standard Tariff),30,20,50
380,Qalyubia,Banha,Transportation,Taxi 1 km (Standard Tariff),22.5,10,30
381,Qalyubia,Banha,Transportation,Taxi 1 Hour Waiting (Standard Tariff),100,70,100
382,Qalyubia,Banha,Transportation,Gasoline (1 Liter),19.03,15,24
383,Qalyubia,Banha,Transportation,Volkswagen Golf 1.5 (or Equivalent New Compact Car),1690000,1690000,1800000
384,Qalyubia,Banha,Transportation,Toyota Corolla Sedan 1.6 (or Equivalent New Mid-Size Car),1506250,1200000,1700000
385,Qalyubia,Banha,Utilities (Monthly),"Basic Utilities for 85 m2 Apartment (Electricity, Heating, Cooling, Water, Garbage)",600,470,1000
386,Qalyubia,Banha,Utilities (Monthly),"Mobile Phone Plan (Monthly, with Calls and 10GB+ Data)",147.5,120,500
387,Qalyubia,Banha,Utilities (Monthly),"Broadband Internet (Unlimited Data, 60 Mbps or Higher)",533.64,250,1000
388,Qalyubia,Banha,Sports And Leisure,Monthly Fitness Club Membership,566.67,200,1000
389,Qalyubia,Banha,Sports And Leisure,Cinema Ticket (International Release),150,100,150
390,Qalyubia,Banha,Childcare,"Private Full-Day Preschool or Kindergarten, Monthly Fee per Child",4155.56,2500,5000
391,Qalyubia,Banha,Childcare,"International Primary School, Annual Tuition per Child",111363.64,70000,308661.93
392,Qalyubia,Banha,Clothing And Shoes,Jeans (Levi's 501 or Similar),1503.57,600,3000
393,Qalyubia,Banha,Clothing And Shoes,Summer Dress in a Chain Store (e.g. Zara or H&M),2300,800,4000
394,Qalyubia,Banha,Clothing And Shoes,Nike Running Shoes (Mid-Range),6545.45,3500,12000
395,Qalyubia,Banha,Clothing And Shoes,Men's Leather Business Shoes,2877.78,700,5000
396,Qalyubia,Banha,Rent Per Month,1 Bedroom Apartment in City Centre,6000,,
397,Qalyubia,Banha,Rent Per Month,1 Bedroom Apartment Outside of City Centre,4000,,
398,Qalyubia,Banha,Rent Per Month,3 Bedroom Apartment in City Centre,6666.67,4000,10000
399,Qalyubia,Banha,Rent Per Month,3 Bedroom Apartment Outside of City Centre,4333.33,3000,6000
400,Qalyubia,Banha,Buy Apartment Price,Price per Square Meter to Buy Apartment in City Centre,50000,,
401,Qalyubia,Banha,Buy Apartment Price,Price per Square Meter to Buy Apartment Outside of Centre,25000,,
402,Qalyubia,Banha,Salaries And Financing,Average Monthly Net Salary (After Tax),7666.67,,
403,Qalyubia,Banha,Salaries And Financing,"Annual Mortgage Interest Rate (20-Year Fixed, in %)",16,14,24
404,Qalyubia,Banha,Restaurants,Meal at an Inexpensive Restaurant,200,120,500
405,Qalyubia,Banha,Restaurants,"Meal for Two at a Mid-Range Restaurant (Three Courses, Without Drinks)",600,500,1500
406,Qalyubia,Banha,Restaurants,Combo Meal at McDonald's (or Equivalent Fast-Food Meal),150,150,250
407,Qalyubia,Banha,Restaurants,Domestic Draft Beer (0.5 Liter),72.5,60,110
408,Qalyubia,Banha,Restaurants,Imported Beer (0.33 Liter Bottle),150,90,200
409,Qalyubia,Banha,Restaurants,Cappuccino (Regular Size),25,25,120
410,Qalyubia,Banha,Restaurants,"Soft Drink (Coca-Cola or Pepsi, 0.33 Liter Bottle)",16.38,15,25
411,Qalyubia,Banha,Restaurants,Bottled Water (0.33 Liter),5,5,10
412,Qalyubia,Banha,Markets,"Milk (Regular, 1 Liter)",43.93,38,50
413,Qalyubia,Banha,Markets,Fresh White Bread (500 g Loaf),39.57,20,120
414,Qalyubia,Banha,Markets,White Rice (1 kg),33.52,26,40
415,Qalyubia,Banha,Markets,"Eggs (12, Large Size)",61.17,36,120
416,Qalyubia,Banha,Markets,Local Cheese (1 kg),100,80,400
417,Qalyubia,Banha,Markets,Chicken Fillets (1 kg),220.62,180,250
418,Qalyubia,Banha,Markets,Beef Round or Equivalent Back Leg Red Meat (1 kg),470.26,400,500
419,Qalyubia,Banha,Markets,Apples (1 kg),72.11,40,90
420,Qalyubia,Banha,Markets,Bananas (1 kg),25,25,50
421,Qalyubia,Banha,Markets,Oranges (1 kg),22.69,10,35
422,Qalyubia,Banha,Markets,Tomatoes (1 kg),17.04,10,25
423,Qalyubia,Banha,Markets,Potatoes (1 kg),17.08,7,30
424,Qalyubia,Banha,Markets,Onions (1 kg),18.57,10,30
425,Qalyubia,Banha,Markets,Lettuce (1 Head),14,5,30
426,Qalyubia,Banha,Markets,Bottled Water (1.5 Liter),10.12,8,12
427,Qalyubia,Banha,Markets,Bottle of Wine (Mid-Range),300,150,500
428,Qalyubia,Banha,Markets,Domestic Beer (0.5 Liter Bottle),66,60,90
429,Qalyubia,Banha,Markets,Imported Beer (0.33 Liter Bottle),140,45,160
430,Qalyubia,Banha,Markets,"Cigarettes (Pack of 20, Marlboro)",70,60,150
431,Qalyubia,Banha,Transportation,Taxi Start (Standard Tariff),30,20,50
432,Qalyubia,Banha,Transportation,Taxi 1 km (Standard Tariff),22.5,10,30
433,Qalyubia,Banha,Transportation,Taxi 1 Hour Waiting (Standard Tariff),50,50,100
434,Qalyubia,Banha,Transportation,Gasoline (1 Liter),19.03,15,24
435,Qalyubia,Banha,Transportation,Volkswagen Golf 1.5 (or Equivalent New Compact Car),1690000,1690000,1800000
436,Qalyubia,Banha,Transportation,Toyota Corolla Sedan 1.6 (or Equivalent New Mid-Size Car),1400000,1200000,1700000
437,Qalyubia,Banha,Utilities (Monthly),"Basic Utilities for 85 m2 Apartment (Electricity, Heating, Cooling, Water, Garbage)",669.6,470,1000
438,Qalyubia,Banha,Utilities (Monthly),"Mobile Phone Plan (Monthly, with Calls and 10GB+ Data)",120,120,500
439,Qalyubia,Banha,Utilities (Monthly),"Broadband Internet (Unlimited Data, 60 Mbps or Higher)",533.64,250,1000
440,Qalyubia,Banha,Sports And Leisure,Cinema Ticket (International Release),150,100,150
441,Qalyubia,Banha,Childcare,"Private Full-Day Preschool or Kindergarten, Monthly Fee per Child",4155.56,2500,5000
442,Qalyubia,Banha,Childcare,"International Primary School, Annual Tuition per Child",111363.64,70000,720000
443,Qalyubia,Banha,Clothing And Shoes,Jeans (Levi's 501 or Similar),350,350,3000
444,Qalyubia,Banha,Clothing And Shoes,Summer Dress in a Chain Store (e.g. Zara or H&M),600,600,4000
445,Qalyubia,Banha,Clothing And Shoes,Nike Running Shoes (Mid-Range),6545.45,3500,12000
446,Qalyubia,Banha,Clothing And Shoes,Men's Leather Business Shoes,2877.78,700,5000
447,Qalyubia,Banha,Rent Per Month,3 Bedroom Apartment in City Centre,7500,,
448,Qalyubia,Banha,Salaries And Financing,"Annual Mortgage Interest Rate (20-Year Fixed, in %)",20.5,14,24
449,Beni Suef,Beni Suef,Restaurants,Meal at an Inexpensive Restaurant,185,120,500
450,Beni Suef,Beni Suef,Restaurants,"Meal for Two at a Mid-Range Restaurant (Three Courses, Without Drinks)",800,500,1500
451,Beni Suef,Beni Suef,Restaurants,Combo Meal at McDonald's (or Equivalent Fast-Food Meal),245,200,250
452,Beni Suef,Beni Suef,Restaurants,Domestic Draft Beer (0.5 Liter),72.5,60,120
453,Beni Suef,Beni Suef,Restaurants,Imported Beer (0.33 Liter Bottle),150,90,200
454,Beni Suef,Beni Suef,Restaurants,Cappuccino (Regular Size),40,30,120
455,Beni Suef,Beni Suef,Restaurants,"Soft Drink (Coca-Cola or Pepsi, 0.33 Liter Bottle)",16.38,15,20
456,Beni Suef,Beni Suef,Restaurants,Bottled Water (0.33 Liter),6.5,3,10
457,Beni Suef,Beni Suef,Markets,"Milk (Regular, 1 Liter)",41,38,50
458,Beni Suef,Beni Suef,Markets,Fresh White Bread (500 g Loaf),39.57,20,120
459,Beni Suef,Beni Suef,Markets,White Rice (1 kg),23,23,40
460,Beni Suef,Beni Suef,Markets,"Eggs (12, Large Size)",61.17,36,72
461,Beni Suef,Beni Suef,Markets,Local Cheese (1 kg),208.12,80,400
462,Beni Suef,Beni Suef,Markets,Chicken Fillets (1 kg),175,175,250
463,Beni Suef,Beni Suef,Markets,Beef Round or Equivalent Back Leg Red Meat (1 kg),340,340,500
464,Beni Suef,Beni Suef,Markets,Apples (1 kg),65,40,90
465,Beni Suef,Beni Suef,Markets,Bananas (1 kg),30,25,50
466,Beni Suef,Beni Suef,Markets,Oranges (1 kg),22.69,10,35
467,Beni Suef,Beni Suef,Markets,Tomatoes (1 kg),17.04,10,25
468,Beni Suef,Beni Suef,Markets,Potatoes (1 kg),8,7,30
469,Beni Suef,Beni Suef,Markets,Onions (1 kg),18.57,10,30
470,Beni Suef,Beni Suef,Markets,Lettuce (1 Head),5,5,30
471,Beni Suef,Beni Suef,Markets,Bottled Water (1.5 Liter),10,8,12
472,Beni Suef,Beni Suef,Markets,Bottle of Wine (Mid-Range),300,150,500
473,Beni Suef,Beni Suef,Markets,Domestic Beer (0.5 Liter Bottle),66,60,90
474,Beni Suef,Beni Suef,Markets,Imported Beer (0.33 Liter Bottle),120,45,160
475,Beni Suef,Beni Suef,Markets,"Cigarettes (Pack of 20, Marlboro)",100,80,150
476,Beni Suef,Beni Suef,Transportation,One-Way Ticket (Local Transport),14.5,4,25
477,Beni Suef,Beni Suef,Transportation,Taxi Start (Standard Tariff),18.5,17,50
478,Beni Suef,Beni Suef,Transportation,Taxi 1 km (Standard Tariff),18.5,10,30
479,Beni Suef,Beni Suef,Transportation,Taxi 1 Hour Waiting (Standard Tariff),30,30,100
480,Beni Suef,Beni Suef,Transportation,Gasoline (1 Liter),18,15,24
481,Beni Suef,Beni Suef,Transportation,Volkswagen Golf 1.5 (or Equivalent New Compact Car),1690000,1690000,1800000
482,Beni Suef,Beni Suef,Transportation,Toyota Corolla Sedan 1.6 (or Equivalent New Mid-Size Car),1400000,1200000,1700000
483,Beni Suef,Beni Suef,Utilities (Monthly),"Basic Utilities for 85 m2 Apartment (Electricity, Heating, Cooling, Water, Garbage)",669.6,470,1020
484,Beni Suef,Beni Suef,Utilities (Monthly),"Mobile Phone Plan (Monthly, with Calls and 10GB+ Data)",320,150,500
485,Beni Suef,Beni Suef,Utilities (Monthly),"Broadband Internet (Unlimited Data, 60 Mbps or Higher)",533.64,250,1000
486,Beni Suef,Beni Suef,Sports And Leisure,Cinema Ticket (International Release),150,100,150
487,Beni Suef,Beni Suef,Childcare,"Private Full-Day Preschool or Kindergarten, Monthly Fee per Child",4155.56,2500,10000
488,Beni Suef,Beni Suef,Childcare,"International Primary School, Annual Tuition per Child",90000,70000,308661.93
489,Beni Suef,Beni Suef,Clothing And Shoes,Jeans (Levi's 501 or Similar),600,600,3000
490,Beni Suef,Beni Suef,Clothing And Shoes,Summer Dress in a Chain Store (e.g. Zara or H&M),1750,800,4000
491,Beni Suef,Beni Suef,Clothing And Shoes,Nike Running Shoes (Mid-Range),4500,3500,12000
492,Beni Suef,Beni Suef,Clothing And Shoes,Men's Leather Business Shoes,2500,700,5000
493,Beni Suef,Beni Suef,Rent Per Month,1 Bedroom Apartment in City Centre,3750,2500,5000
494,Beni Suef,Beni Suef,Rent Per Month,1 Bedroom Apartment Outside of City Centre,2000,1500,2500
495,Beni Suef,Beni Suef,Rent Per Month,3 Bedroom Apartment in City Centre,6750,4500,9000
496,Beni Suef,Beni Suef,Rent Per Month,3 Bedroom Apartment Outside of City Centre,4500,3000,6000
497,Beni Suef,Beni Suef,Buy Apartment Price,Price per Square Meter to Buy Apartment in City Centre,27500,25000,30000
498,Beni Suef,Beni Suef,Buy Apartment Price,Price per Square Meter to Buy Apartment Outside of Centre,13750,12500,15000
499,Beni Suef,Beni Suef,Salaries And Financing,Average Monthly Net Salary (After Tax),6166.67,,
500,Beni Suef,Beni Suef,Salaries And Financing,"Annual Mortgage Interest Rate (20-Year Fixed, in %)",17,14,24
501,Cairo,Cairo,Restaurants,Meal at an Inexpensive Restaurant,250,100,600
502,Cairo,Cairo,Restaurants,"Meal for Two at a Mid-Range Restaurant (Three Courses, Without Drinks)",1500,750,3000
503,Cairo,Cairo,Restaurants,Combo Meal at McDonald's (or Equivalent Fast-Food Meal),300,250,350
504,Cairo,Cairo,Restaurants,Domestic Draft Beer (0.5 Liter),100,55,200
505,Cairo,Cairo,Restaurants,Imported Beer (0.33 Liter Bottle),120,100,200
506,Cairo,Cairo,Restaurants,Cappuccino (Regular Size),95.38,45,150
507,Cairo,Cairo,Restaurants,"Soft Drink (Coca-Cola or Pepsi, 0.33 Liter Bottle)",18.64,15,30
508,Cairo,Cairo,Restaurants,Bottled Water (0.33 Liter),8.71,6,15
509,Cairo,Cairo,Markets,"Milk (Regular, 1 Liter)",48.51,40,55
510,Cairo,Cairo,Markets,Fresh White Bread (500 g Loaf),36.54,20,100
511,Cairo,Cairo,Markets,White Rice (1 kg),38.28,29,45
512,Cairo,Cairo,Markets,"Eggs (12, Large Size)",68.55,54,96
513,Cairo,Cairo,Markets,Local Cheese (1 kg),214.65,100,450
514,Cairo,Cairo,Markets,Chicken Fillets (1 kg),241.05,120,350
515,Cairo,Cairo,Markets,Beef Round or Equivalent Back Leg Red Meat (1 kg),468.62,400,550
516,Cairo,Cairo,Markets,Apples (1 kg),96.01,50,130
517,Cairo,Cairo,Markets,Bananas (1 kg),40.69,30,58
518,Cairo,Cairo,Markets,Oranges (1 kg),31.83,15,50
519,Cairo,Cairo,Markets,Tomatoes (1 kg),19.24,8,35
520,Cairo,Cairo,Markets,Potatoes (1 kg),18.54,10,30
521,Cairo,Cairo,Markets,Onions (1 kg),20.72,12,33.07
522,Cairo,Cairo,Markets,Lettuce (1 Head),15.16,5,22
523,Cairo,Cairo,Markets,Bottled Water (1.5 Liter),10.93,9,15
524,Cairo,Cairo,Markets,Bottle of Wine (Mid-Range),400,300,600
525,Cairo,Cairo,Markets,Domestic Beer (0.5 Liter Bottle),71.46,40,120
526,Cairo,Cairo,Markets,Imported Beer (0.33 Liter Bottle),109.41,60,160
527,Cairo,Cairo,Markets,"Cigarettes (Pack of 20, Marlboro)",100,95,115
528,Cairo,Cairo,Transportation,One-Way Ticket (Local Transport),18,15,25
529,Cairo,Cairo,Transportation,Monthly Public Transport Pass (Regular Price),400,300,800
530,Cairo,Cairo,Transportation,Taxi Start (Standard Tariff),20,15,50
531,Cairo,Cairo,Transportation,Taxi 1 km (Standard Tariff),11,8,25
532,Cairo,Cairo,Transportation,Taxi 1 Hour Waiting (Standard Tariff),50,30,100
533,Cairo,Cairo,Transportation,Gasoline (1 Liter),20.76,18,24
534,Cairo,Cairo,Transportation,Volkswagen Golf 1.5 (or Equivalent New Compact Car),1690000,1500000,1950000
535,Cairo,Cairo,Transportation,Toyota Corolla Sedan 1.6 (or Equivalent New Mid-Size Car),1451578.95,1300000,1600000
536,Cairo,Cairo,Utilities (Monthly),"Basic Utilities for 85 m2 Apartment (Electricity, Heating, Cooling, Water, Garbage)",1282.5,700,2000
537,Cairo,Cairo,Utilities (Monthly),"Mobile Phone Plan (Monthly, with Calls and 10GB+ Data)",358.28,200,600
538,Cairo,Cairo,Utilities (Monthly),"Broadband Internet (Unlimited Data, 60 Mbps or Higher)",563.08,350,1000
539,Cairo,Cairo,Sports And Leisure,Monthly Fitness Club Membership,1156.09,400,3000
540,Cairo,Cairo,Sports And Leisure,"Tennis Court Rental (1 Hour, Weekend)",350,200,500
541,Cairo,Cairo,Sports And Leisure,Cinema Ticket (International Release),200,150,350
542,Cairo,Cairo,Childcare,"Private Full-Day Preschool or Kindergarten, Monthly Fee per Child",5324.56,2916.67,8000
543,Cairo,Cairo,Childcare,"International Primary School, Annual Tuition per Child",144791.67,75000,485251.16
544,Cairo,Cairo,Clothing And Shoes,Jeans (Levi's 501 or Similar),1876.19,650,4000
545,Cairo,Cairo,Clothing And Shoes,Summer Dress in a Chain Store (e.g. Zara or H&M),2277.27,1000,3000
546,Cairo,Cairo,Clothing And Shoes,Nike Running Shoes (Mid-Range),5825,3000,10000
547,Cairo,Cairo,Clothing And Shoes,Men's Leather Business Shoes,3166.67,1500,6000
548,Cairo,Cairo,Rent Per Month,1 Bedroom Apartment in City Centre,11550.75,6000,20000
549,Cairo,Cairo,Rent Per Month,1 Bedroom Apartment Outside of City Centre,9205.88,5000,20000
550,Cairo,Cairo,Rent Per Month,3 Bedroom Apartment in City Centre,25000,14000,50000
551,Cairo,Cairo,Rent Per Month,3 Bedroom Apartment Outside of City Centre,15695.65,9000,33000
552,Cairo,Cairo,Buy Apartment Price,Price per Square Meter to Buy Apartment in City Centre,43333.33,25000,100000
553,Cairo,Cairo,Buy Apartment Price,Price per Square Meter to Buy Apartment Outside of Centre,25000,15000,40000
554,Cairo,Cairo,Salaries And Financing,Average Monthly Net Salary (After Tax),9218.36,,
555,Cairo,Cairo,Salaries And Financing,"Annual Mortgage Interest Rate (20-Year Fixed, in %)",17.47,8,27.5
556,South Sinai,Dahab,Restaurants,Meal at an Inexpensive Restaurant,200,200,500
557,South Sinai,Dahab,Restaurants,"Meal for Two at a Mid-Range Restaurant (Three Courses, Without Drinks)",700,550,1000
558,South Sinai,Dahab,Restaurants,Combo Meal at McDonald's (or Equivalent Fast-Food Meal),250,250,250
559,South Sinai,Dahab,Restaurants,Domestic Draft Beer (0.5 Liter),100,50,150
560,South Sinai,Dahab,Restaurants,Imported Beer (0.33 Liter Bottle),125,100,150
561,South Sinai,Dahab,Restaurants,Cappuccino (Regular Size),81.67,65,100
562,South Sinai,Dahab,Restaurants,"Soft Drink (Coca-Cola or Pepsi, 0.33 Liter Bottle)",25,20,30
563,South Sinai,Dahab,Restaurants,Bottled Water (0.33 Liter),13.67,6,20
564,South Sinai,Dahab,Markets,"Milk (Regular, 1 Liter)",52,49,55
565,South Sinai,Dahab,Markets,Fresh White Bread (500 g Loaf),60,50,70
566,South Sinai,Dahab,Markets,White Rice (1 kg),37.5,35,40
567,South Sinai,Dahab,Markets,"Eggs (12, Large Size)",70,60,78
568,South Sinai,Dahab,Markets,Local Cheese (1 kg),550,,
569,South Sinai,Dahab,Markets,Chicken Fillets (1 kg),200,150,250
570,South Sinai,Dahab,Markets,Beef Round or Equivalent Back Leg Red Meat (1 kg),550,,
571,South Sinai,Dahab,Markets,Apples (1 kg),120,90,150
572,South Sinai,Dahab,Markets,Bananas (1 kg),77.5,40,115
573,South Sinai,Dahab,Markets,Oranges (1 kg),35,,
574,South Sinai,Dahab,Markets,Tomatoes (1 kg),30,,
575,South Sinai,Dahab,Markets,Potatoes (1 kg),30,,
576,South Sinai,Dahab,Markets,Onions (1 kg),30,,
577,South Sinai,Dahab,Markets,Lettuce (1 Head),45,,
578,South Sinai,Dahab,Markets,Bottled Water (1.5 Liter),10,10,10
579,South Sinai,Dahab,Markets,Bottle of Wine (Mid-Range),350,,
580,South Sinai,Dahab,Markets,Domestic Beer (0.5 Liter Bottle),85,,
581,South Sinai,Dahab,Markets,"Cigarettes (Pack of 20, Marlboro)",80,,
582,South Sinai,Dahab,Transportation,One-Way Ticket (Local Transport),10,,
583,South Sinai,Dahab,Transportation,Monthly Public Transport Pass (Regular Price),400,,
584,South Sinai,Dahab,Transportation,Taxi Start (Standard Tariff),40,30,50
585,South Sinai,Dahab,Transportation,Gasoline (1 Liter),21,17,24
586,South Sinai,Dahab,Utilities (Monthly),"Basic Utilities for 85 m2 Apartment (Electricity, Heating, Cooling, Water, Garbage)",950,400,1500
587,South Sinai,Dahab,Utilities (Monthly),"Mobile Phone Plan (Monthly, with Calls and 10GB+ Data)",350,350,350
588,South Sinai,Dahab,Utilities (Monthly),"Broadband Internet (Unlimited Data, 60 Mbps or Higher)",925,500,1350
589,South Sinai,Dahab,Sports And Leisure,Monthly Fitness Club Membership,800,600,1000
590,South Sinai,Dahab,Sports And Leisure,"Tennis Court Rental (1 Hour, Weekend)",500,,
591,South Sinai,Dahab,Sports And Leisure,Cinema Ticket (International Release),250,,
592,South Sinai,Dahab,Rent Per Month,1 Bedroom Apartment in City Centre,10000,5000,15000
593,South Sinai,Dahab,Rent Per Month,1 Bedroom Apartment Outside of City Centre,6750,3500,10000
594,South Sinai,Dahab,Rent Per Month,3 Bedroom Apartment in City Centre,27500,20000,35000
595,South Sinai,Dahab,Rent Per Month,3 Bedroom Apartment Outside of City Centre,16500,15000,18000
596,South Sinai,Dahab,Salaries And Financing,Average Monthly Net Salary (After Tax),7000,,
597,Beheira,Damanhur,Restaurants,Meal at an Inexpensive Restaurant,129,100,600
598,Beheira,Damanhur,Restaurants,"Meal for Two at a Mid-Range Restaurant (Three Courses, Without Drinks)",500,500,3000
599,Beheira,Damanhur,Restaurants,Combo Meal at McDonald's (or Equivalent Fast-Food Meal),190,180,350
600,Beheira,Damanhur,Restaurants,Domestic Draft Beer (0.5 Liter),40,40,200
601,Beheira,Damanhur,Restaurants,Imported Beer (0.33 Liter Bottle),80,80,200
602,Beheira,Damanhur,Restaurants,Cappuccino (Regular Size),43.33,25,150
603,Beheira,Damanhur,Restaurants,"Soft Drink (Coca-Cola or Pepsi, 0.33 Liter Bottle)",15.67,10,30
604,Beheira,Damanhur,Restaurants,Bottled Water (0.33 Liter),5.75,5,15
605,Beheira,Damanhur,Markets,"Milk (Regular, 1 Liter)",48.51,25,75
606,Beheira,Damanhur,Markets,Fresh White Bread (500 g Loaf),36.54,20,100
607,Beheira,Damanhur,Markets,White Rice (1 kg),25,25,45
608,Beheira,Damanhur,Markets,"Eggs (12, Large Size)",54,36,96
609,Beheira,Damanhur,Markets,Local Cheese (1 kg),200,100,450
610,Beheira,Damanhur,Markets,Chicken Fillets (1 kg),163.33,120,350
611,Beheira,Damanhur,Markets,Beef Round or Equivalent Back Leg Red Meat (1 kg),416.67,400,550
612,Beheira,Damanhur,Markets,Apples (1 kg),50,50,130
613,Beheira,Damanhur,Markets,Bananas (1 kg),40,30,58
614,Beheira,Damanhur,Markets,Oranges (1 kg),27.5,15,50
615,Beheira,Damanhur,Markets,Tomatoes (1 kg),19.24,8,35
616,Beheira,Damanhur,Markets,Potatoes (1 kg),15,10,30
617,Beheira,Damanhur,Markets,Onions (1 kg),17.5,12,33.07
618,Beheira,Damanhur,Markets,Lettuce (1 Head),10,5,22
619,Beheira,Damanhur,Markets,Bottled Water (1.5 Liter),10.93,9,20
620,Beheira,Damanhur,Markets,Bottle of Wine (Mid-Range),400,300,600
621,Beheira,Damanhur,Markets,Domestic Beer (0.5 Liter Bottle),60,40,120
622,Beheira,Damanhur,Markets,Imported Beer (0.33 Liter Bottle),109.41,60,160
623,Beheira,Damanhur,Markets,"Cigarettes (Pack of 20, Marlboro)",100,95,115
624,Beheira,Damanhur,Transportation,Monthly Public Transport Pass (Regular Price),450,,
625,Beheira,Damanhur,Transportation,Taxi Start (Standard Tariff),15,15,50
626,Beheira,Damanhur,Transportation,Taxi 1 km (Standard Tariff),11,8,25
627,Beheira,Damanhur,Transportation,Taxi 1 Hour Waiting (Standard Tariff),50,30,100
628,Beheira,Damanhur,Transportation,Gasoline (1 Liter),20.76,17,24
629,Beheira,Damanhur,Transportation,Volkswagen Golf 1.5 (or Equivalent New Compact Car),1690000,1500000,1950000
630,Beheira,Damanhur,Transportation,Toyota Corolla Sedan 1.6 (or Equivalent New Mid-Size Car),1451578.95,1300000,1600000
631,Beheira,Damanhur,Utilities (Monthly),"Basic Utilities for 85 m2 Apartment (Electricity, Heating, Cooling, Water, Garbage)",900,600,2000
632,Beheira,Damanhur,Utilities (Monthly),"Mobile Phone Plan (Monthly, with Calls and 10GB+ Data)",300,200,600
633,Beheira,Damanhur,Utilities (Monthly),"Broadband Internet (Unlimited Data, 60 Mbps or Higher)",563.08,350,1000
634,Beheira,Damanhur,Sports And Leisure,Monthly Fitness Club Membership,325,300,350
635,Beheira,Damanhur,Sports And Leisure,Cinema Ticket (International Release),200,150,350
636,Beheira,Damanhur,Childcare,"Private Full-Day Preschool or Kindergarten, Monthly Fee per Child",5324.56,2916.67,8000
637,Beheira,Damanhur,Childcare,"International Primary School, Annual Tuition per Child",144791.67,75000,485005.6
638,Beheira,Damanhur,Clothing And Shoes,Jeans (Levi's 501 or Similar),1876.19,650,4000
639,Beheira,Damanhur,Clothing And Shoes,Summer Dress in a Chain Store (e.g. Zara or H&M),2277.27,1000,3000
640,Beheira,Damanhur,Clothing And Shoes,Nike Running Shoes (Mid-Range),5825,3000,10000
641,Beheira,Damanhur,Clothing And Shoes,Men's Leather Business Shoes,3166.67,1500,6000
642,Beheira,Damanhur,Rent Per Month,1 Bedroom Apartment in City Centre,3000,3000,3000
643,Beheira,Damanhur,Rent Per Month,1 Bedroom Apartment Outside of City Centre,1750,1500,2000
644,Beheira,Damanhur,Rent Per Month,3 Bedroom Apartment in City Centre,5250,5000,5500
645,Beheira,Damanhur,Rent Per Month,3 Bedroom Apartment Outside of City Centre,3000,3000,3000
646,Beheira,Damanhur,Buy Apartment Price,Price per Square Meter to Buy Apartment in City Centre,25000,,
647,Beheira,Damanhur,Buy Apartment Price,Price per Square Meter to Buy Apartment Outside of Centre,10000,,
648,Beheira,Damanhur,Salaries And Financing,Average Monthly Net Salary (After Tax),6000,,
