Id_cost,governorate,city,category,item,avg_price_egp,min_price_egp,max_price_egp
48,Sharqia,10th of Ramadan,Rent Per Month,3 Bedroom Apartment Outside of City Centre,4000,3000,5000
49,Sharqia,10th of Ramadan,Buy Apartment Price,Price per Square Meter to Buy Apartment in City Centre,30000,,
50,Sharqia,10th of Ramadan,Buy Apartment Price,Price per Square Meter to Buy Apartment Outside of Centre,15000,,
51,Sharqia,10th of Ramadan,Salaries And Financing,Average Monthly Net Salary (After Tax),15000,,
52,Sharqia,10th of Ramadan,Salaries And Financing,"Annual Mortgage Interest Rate (20-Year Fixed, in %)",11.4,9,15.2
53,Cairo,New Cairo,Restaurants,Meal at an Inexpensive Restaurant,250,120,500
54,Cairo,New Cairo,Restaurants,"Meal for Two at a Mid-Range Restaurant (Three Courses, Without Drinks)",800,700,1000
55,Cairo,New Cairo,Restaurants,Combo Meal at McDonald's (or Equivalent Fast-Food Meal),240,230,250
56,Cairo,New Cairo,Restaurants,Domestic Draft Beer (0.5 Liter),65,30,200
57,Cairo,New Cairo,Restaurants,Imported Beer (0.33 Liter Bottle),120,100,200
58,Cairo,New Cairo,Restaurants,Cappuccino (Regular Size),85,45,120
59,Cairo,New Cairo,Restaurants,"Soft Drink (Coca-Cola or Pepsi, 0.33 Liter Bottle)",18.75,15,30
60,Cairo,New Cairo,Restaurants,Bottled Water (0.33 Liter),8.71,6,10
61,Cairo,New Cairo,Markets,"Milk (Regular, 1 Liter)",49,40,55
62,Cairo,New Cairo,Markets,Fresh White Bread (500 g Loaf),32.5,15,50
63,Cairo,New Cairo,Markets,White Rice (1 kg),38.28,29,40
64,Cairo,New Cairo,Markets,"Eggs (12, Large Size)",72,54,96
65,Cairo,New Cairo,Markets,Local Cheese (1 kg),214.65,100,350
66,Cairo,New Cairo,Markets,Chicken Fillets (1 kg),212,150,250
67,Cairo,New Cairo,Markets,Beef Round or Equivalent Back Leg Red Meat (1 kg),460,400,510
68,Cairo,New Cairo,Markets,Apples (1 kg),85,50,130
69,Cairo,New Cairo,Markets,Bananas (1 kg),40.69,30,57
70,Cairo,New Cairo,Markets,Oranges (1 kg),31.83,20,50
71,Cairo,New Cairo,Markets,Tomatoes (1 kg),19.24,10,30
72,Cairo,New Cairo,Markets,Potatoes (1 kg),18.54,10,30
73,Cairo,New Cairo,Markets,Onions (1 kg),21.4,15,25
74,Cairo,New Cairo,Markets,Lettuce (1 Head),22.5,10,25
75,Cairo,New Cairo,Markets,Bottled Water (1.5 Liter),10.71,10,12
76,Cairo,New Cairo,Markets,Bottle of Wine (Mid-Range),350,300,600
77,Cairo,New Cairo,Markets,Domestic Beer (0.5 Liter Bottle),50,40,120
78,Cairo,New Cairo,Markets,Imported Beer (0.33 Liter Bottle),109.41,60,160
79,Cairo,New Cairo,Markets,"Cigarettes (Pack of 20, Marlboro)",100,95,120
80,Cairo,New Cairo,Transportation,One-Way Ticket (Local Transport),20,20,25
81,Cairo,New Cairo,Transportation,Monthly Public Transport Pass (Regular Price),500,,
82,Cairo,New Cairo,Transportation,Taxi Start (Standard Tariff),17.5,10,20
83,Cairo,New Cairo,Transportation,Taxi 1 km (Standard Tariff),11,8,25
84,Cairo,New Cairo,Transportation,Taxi 1 Hour Waiting (Standard Tariff),50,30,100
85,Cairo,New Cairo,Transportation,Gasoline (1 Liter),20.17,17,24
86,Cairo,New Cairo,Transportation,Volkswagen Golf 1.5 (or Equivalent New Compact Car),1690000,1500000,1950000
87,Cairo,New Cairo,Transportation,Toyota Corolla Sedan 1.6 (or Equivalent New Mid-Size Car),1216666.67,1150000,1600000
88,Cairo,New Cairo,Utilities (Monthly),"Basic Utilities for 85 m2 Apartment (Electricity, Heating, Cooling, Water, Garbage)",1282.5,650,2000
89,Cairo,New Cairo,Utilities (Monthly),"Mobile Phone Plan (Monthly, with Calls and 10GB+ Data)",358.28,100,1000
90,Cairo,New Cairo,Utilities (Monthly),"Broadband Internet (Unlimited Data, 60 Mbps or Higher)",563.08,350,1200
91,Cairo,New Cairo,Sports And Leisure,Monthly Fitness Club Membership,850,700,1000
92,Cairo,New Cairo,Sports And Leisure,"Tennis Court Rental (1 Hour, Weekend)",300,200,400
93,Cairo,New Cairo,Sports And Leisure,Cinema Ticket (International Release),150,120,300
94,Cairo,New Cairo,Childcare,"Private Full-Day Preschool or Kindergarten, Monthly Fee per Child",1500,1500,8000
95,Cairo,New Cairo,Childcare,"International Primary School, Annual Tuition per Child",40000,40000,485251.16
96,Cairo,New Cairo,Clothing And Shoes,Jeans (Levi's 501 or Similar),1233.33,650,2500
97,Cairo,New Cairo,Clothing And Shoes,Summer Dress in a Chain Store (e.g. Zara or H&M),2277.27,1000,3000
98,Cairo,New Cairo,Clothing And Shoes,Nike Running Shoes (Mid-Range),5375,3000,10000
99,Cairo,New Cairo,Clothing And Shoes,Men's Leather Business Shoes,3166.67,1000,6000
100,Cairo,New Cairo,Rent Per Month,1 Bedroom Apartment in City Centre,12666.67,3000,20000
101,Cairo,New Cairo,Rent Per Month,1 Bedroom Apartment Outside of City Centre,8750,2500,15000
102,Cairo,New Cairo,Rent Per Month,3 Bedroom Apartment in City Centre,17000,4000,30000
103,Cairo,New Cairo,Rent Per Month,3 Bedroom Apartment Outside of City Centre,16600,2800,25000
104,Cairo,New Cairo,Buy Apartment Price,Price per Square Meter to Buy Apartment in City Centre,40000,,
105,Cairo,New Cairo,Buy Apartment Price,Price per Square Meter to Buy Apartment Outside of Centre,41500,30000,53000
106,Cairo,New Cairo,Salaries And Financing,Average Monthly Net Salary (After Tax),6000,,
107,Cairo,New Cairo,Salaries And Financing,"Annual Mortgage Interest Rate (20-Year Fixed, in %)",17.47,8,27.5
108,Matruh,El Alamein,Restaurants,Meal at an Inexpensive Restaurant,250,150,500
109,Matruh,El Alamein,Restaurants,"Meal for Two at a Mid-Range Restaurant (Three Courses, Without Drinks)",750,700,950
110,Matruh,El Alamein,Restaurants,Combo Meal at McDonald's (or Equivalent Fast-Food Meal),160,150,200
111,Matruh,El Alamein,Restaurants,Domestic Draft Beer (0.5 Liter),70,70,70
112,Matruh,El Alamein,Restaurants,Cappuccino (Regular Size),72,30,120
113,Matruh,El Alamein,Restaurants,"Soft Drink (Coca-Cola or Pepsi, 0.33 Liter Bottle)",18.75,15,20
114,Matruh,El Alamein,Restaurants,Bottled Water (0.33 Liter),6,5,7
115,Matruh,El Alamein,Markets,"Milk (Regular, 1 Liter)",49,35,55
116,Matruh,El Alamein,Markets,Fresh White Bread (500 g Loaf),15.33,11,20
117,Matruh,El Alamein,Markets,White Rice (1 kg),28.6,22,36
118,Matruh,El Alamein,Markets,"Eggs (12, Large Size)",72,54,84
119,Matruh,El Alamein,Markets,Local Cheese (1 kg),150,100,250
120,Matruh,El Alamein,Markets,Chicken Fillets (1 kg),212,180,250
121,Matruh,El Alamein,Markets,Beef Round or Equivalent Back Leg Red Meat (1 kg),392.5,350,450
122,Matruh,El Alamein,Markets,Apples (1 kg),85,25,150
123,Matruh,El Alamein,Markets,Bananas (1 kg),35,25,57
124,Matruh,El Alamein,Markets,Oranges (1 kg),25,20,25
125,Matruh,El Alamein,Markets,Tomatoes (1 kg),18.33,10,25
126,Matruh,El Alamein,Markets,Potatoes (1 kg),18.17,10,25
127,Matruh,El Alamein,Markets,Onions (1 kg),21.4,15,25
128,Matruh,El Alamein,Markets,Lettuce (1 Head),22.5,10,25
129,Matruh,El Alamein,Markets,Bottled Water (1.5 Liter),10.71,10,12
130,Matruh,El Alamein,Markets,"Cigarettes (Pack of 20, Marlboro)",112.5,100,125
131,Matruh,El Alamein,Transportation,Taxi Start (Standard Tariff),17.5,9,20
132,Matruh,El Alamein,Transportation,Taxi 1 km (Standard Tariff),25,15,30
133,Matruh,El Alamein,Transportation,Taxi 1 Hour Waiting (Standard Tariff),50,50,50
134,Matruh,El Alamein,Transportation,Gasoline (1 Liter),19.25,15,24
135,Matruh,El Alamein,Transportation,Volkswagen Golf 1.5 (or Equivalent New Compact Car),1690000,1500000,1690000
136,Matruh,El Alamein,Transportation,Toyota Corolla Sedan 1.6 (or Equivalent New Mid-Size Car),1216666.67,1150000,1250000
137,Matruh,El Alamein,Utilities (Monthly),"Basic Utilities for 85 m2 Apartment (Electricity, Heating, Cooling, Water, Garbage)",1130,650,1700
138,Matruh,El Alamein,Utilities (Monthly),"Mobile Phone Plan (Monthly, with Calls and 10GB+ Data)",212,100,1000
139,Matruh,El Alamein,Utilities (Monthly),"Broadband Internet (Unlimited Data, 60 Mbps or Higher)",444,250,2050
140,Matruh,El Alamein,Sports And Leisure,Cinema Ticket (International Release),150,120,200
141,Matruh,El Alamein,Childcare,"Private Full-Day Preschool or Kindergarten, Monthly Fee per Child",1666.67,1666.67,1666.67
142,Matruh,El Alamein,Clothing And Shoes,Jeans (Levi's 501 or Similar),860,400,2500
143,Matruh,El Alamein,Clothing And Shoes,Summer Dress in a Chain Store (e.g. Zara or H&M),2333.33,1000,3000
144,Matruh,El Alamein,Clothing And Shoes,Nike Running Shoes (Mid-Range),5375,3000,10000
145,Matruh,El Alamein,Clothing And Shoes,Men's Leather Business Shoes,4500,800,9000
146,Matruh,El Alamein,Salaries And Financing,"Annual Mortgage Interest Rate (20-Year Fixed, in %)",20,8,27
147,North Sinai,Al Arish,Restaurants,Meal at an Inexpensive Restaurant,200,100,300
148,North Sinai,Al Arish,Restaurants,"Meal for Two at a Mid-Range Restaurant (Three Courses, Without Drinks)",700,500,3953.85
149,North Sinai,Al Arish,Restaurants,Combo Meal at McDonald's (or Equivalent Fast-Food Meal),245,200,300
150,North Sinai,Al Arish,Restaurants,Domestic Draft Beer (0.5 Liter),77.5,50,150
151,North Sinai,Al Arish,Restaurants,Imported Beer (0.33 Liter Bottle),150,95,210
152,North Sinai,Al Arish,Restaurants,Cappuccino (Regular Size),68,30,150
153,North Sinai,Al Arish,Restaurants,"Soft Drink (Coca-Cola or Pepsi, 0.33 Liter Bottle)",19.56,15,30
154,North Sinai,Al Arish,Restaurants,Bottled Water (0.33 Liter),7.09,5,10
155,North Sinai,Al Arish,Markets,"Milk (Regular, 1 Liter)",46.33,30,67
156,North Sinai,Al Arish,Markets,Fresh White Bread (500 g Loaf),25,10,55
157,North Sinai,Al Arish,Markets,White Rice (1 kg),35.12,23,50
158,North Sinai,Al Arish,Markets,"Eggs (12, Large Size)",73.78,60,84
159,North Sinai,Al Arish,Markets,Local Cheese (1 kg),135,50,200
160,North Sinai,Al Arish,Markets,Chicken Fillets (1 kg),207.12,170,249
161,North Sinai,Al Arish,Markets,Beef Round or Equivalent Back Leg Red Meat (1 kg),410.83,350,495
162,North Sinai,Al Arish,Markets,Apples (1 kg),80,30,100
163,North Sinai,Al Arish,Markets,Bananas (1 kg),31.25,25,50
164,North Sinai,Al Arish,Markets,Oranges (1 kg),21.67,10,30
165,North Sinai,Al Arish,Markets,Tomatoes (1 kg),17.67,5,40
166,North Sinai,Al Arish,Markets,Potatoes (1 kg),24,10,35
167,North Sinai,Al Arish,Markets,Onions (1 kg),25,15,30
168,North Sinai,Al Arish,Markets,Lettuce (1 Head),12.4,5,24
169,North Sinai,Al Arish,Markets,Bottled Water (1.5 Liter),10,7,15
170,North Sinai,Al Arish,Markets,Bottle of Wine (Mid-Range),225,200,250
171,North Sinai,Al Arish,Markets,Domestic Beer (0.5 Liter Bottle),72.5,55,90
172,North Sinai,Al Arish,Markets,Imported Beer (0.33 Liter Bottle),85,85,85
173,North Sinai,Al Arish,Markets,"Cigarettes (Pack of 20, Marlboro)",100,80,150
174,North Sinai,Al Arish,Transportation,Taxi Start (Standard Tariff),15,15,50
175,North Sinai,Al Arish,Transportation,Taxi 1 km (Standard Tariff),16,6,20
176,North Sinai,Al Arish,Transportation,Taxi 1 Hour Waiting (Standard Tariff),100,100,100
177,North Sinai,Al Arish,Transportation,Gasoline (1 Liter),18.54,13,24
178,North Sinai,Al Arish,Transportation,Volkswagen Golf 1.5 (or Equivalent New Compact Car),1690000,1690000,1690000
179,North Sinai,Al Arish,Transportation,Toyota Corolla Sedan 1.6 (or Equivalent New Mid-Size Car),1441666.67,1300000,1700000
180,North Sinai,Al Arish,Utilities (Monthly),"Basic Utilities for 85 m2 Apartment (Electricity, Heating, Cooling, Water, Garbage)",936.55,578,1342.11
181,North Sinai,Al Arish,Utilities (Monthly),"Mobile Phone Plan (Monthly, with Calls and 10GB+ Data)",403.33,300,500
182,North Sinai,Al Arish,Utilities (Monthly),"Broadband Internet (Unlimited Data, 60 Mbps or Higher)",1000,700,2000
183,North Sinai,Al Arish,Sports And Leisure,Cinema Ticket (International Release),250,150,350
184,North Sinai,Al Arish,Childcare,"Private Full-Day Preschool or Kindergarten, Monthly Fee per Child",4833.33,3000,6000
185,North Sinai,Al Arish,Childcare,"International Primary School, Annual Tuition per Child",123750,95000,150000
186,North Sinai,Al Arish,Clothing And Shoes,Jeans (Levi's 501 or Similar),866.67,300,1000
187,North Sinai,Al Arish,Clothing And Shoes,Summer Dress in a Chain Store (e.g. Zara or H&M),3125,1500,5000
188,North Sinai,Al Arish,Clothing And Shoes,Nike Running Shoes (Mid-Range),4250,2500,15000
189,North Sinai,Al Arish,Clothing And Shoes,Men's Leather Business Shoes,2575,1000,5000
190,North Sinai,Al Arish,Salaries And Financing,"Annual Mortgage Interest Rate (20-Year Fixed, in %)",20,15,25
191,Giza,Al-hawamidiyah,Restaurants,Meal at an Inexpensive Restaurant,200,120,500
192,Giza,Al-hawamidiyah,Restaurants,"Meal for Two at a Mid-Range Restaurant (Three Courses, Without Drinks)",800,500,1500
193,Giza,Al-hawamidiyah,Restaurants,Combo Meal at McDonald's (or Equivalent Fast-Food Meal),250,200,250
194,Giza,Al-hawamidiyah,Restaurants,Domestic Draft Beer (0.5 Liter),72.5,60,110
195,Giza,Al-hawamidiyah,Restaurants,Imported Beer (0.33 Liter Bottle),150,90,200
196,Giza,Al-hawamidiyah,Restaurants,Cappuccino (Regular Size),64.12,30,120
197,Giza,Al-hawamidiyah,Restaurants,"Soft Drink (Coca-Cola or Pepsi, 0.33 Liter Bottle)",16.38,15,20
198,Giza,Al-hawamidiyah,Restaurants,Bottled Water (0.33 Liter),6.53,5,10
199,Giza,Al-hawamidiyah,Markets,"Milk (Regular, 1 Liter)",43.93,38,50
200,Giza,Al-hawamidiyah,Markets,Fresh White Bread (500 g Loaf),39.57,20,120
201,Giza,Al-hawamidiyah,Markets,White Rice (1 kg),33.52,26,40
202,Giza,Al-hawamidiyah,Markets,"Eggs (12, Large Size)",61.17,36,72
203,Giza,Al-hawamidiyah,Markets,Local Cheese (1 kg),208.12,80,400
204,Giza,Al-hawamidiyah,Markets,Chicken Fillets (1 kg),220.62,180,250
205,Giza,Al-hawamidiyah,Markets,Beef Round or Equivalent Back Leg Red Meat (1 kg),470.26,400,500
206,Giza,Al-hawamidiyah,Markets,Apples (1 kg),72.11,40,90
207,Giza,Al-hawamidiyah,Markets,Bananas (1 kg),33.82,25,50
208,Giza,Al-hawamidiyah,Markets,Oranges (1 kg),22.69,10,35
209,Giza,Al-hawamidiyah,Markets,Tomatoes (1 kg),17.04,10,25
210,Giza,Al-hawamidiyah,Markets,Potatoes (1 kg),17.08,7,30
211,Giza,Al-hawamidiyah,Markets,Onions (1 kg),18.57,10,30
212,Giza,Al-hawamidiyah,Markets,Lettuce (1 Head),14,5,30
213,Giza,Al-hawamidiyah,Markets,Bottled Water (1.5 Liter),10.12,8,12
214,Giza,Al-hawamidiyah,Markets,Bottle of Wine (Mid-Range),300,150,500
215,Giza,Al-hawamidiyah,Markets,Domestic Beer (0.5 Liter Bottle),66,60,90
216,Giza,Al-hawamidiyah,Markets,Imported Beer (0.33 Liter Bottle),140,45,160
217,Giza,Al-hawamidiyah,Markets,"Cigarettes (Pack of 20, Marlboro)",100,80,150
218,Giza,Al-hawamidiyah,Transportation,Taxi Start (Standard Tariff),30,20,50
219,Giza,Al-hawamidiyah,Transportation,Taxi 1 km (Standard Tariff),22.5,10,30
220,Giza,Al-hawamidiyah,Transportation,Taxi 1 Hour Waiting (Standard Tariff),100,70,100
221,Giza,Al-hawamidiyah,Transportation,Gasoline (1 Liter),19.03,15,24
222,Giza,Al-hawamidiyah,Transportation,Volkswagen Golf 1.5 (or Equivalent New Compact Car),1690000,1690000,1800000
223,Giza,Al-hawamidiyah,Transportation,Toyota Corolla Sedan 1.6 (or Equivalent New Mid-Size Car),1506250,1200000,1700000
224,Giza,Al-hawamidiyah,Utilities (Monthly),"Basic Utilities for 85 m2 Apartment (Electricity, Heating, Cooling, Water, Garbage)",669.6,470,1000
225,Giza,Al-hawamidiyah,Utilities (Monthly),"Mobile Phone Plan (Monthly, with Calls and 10GB+ Data)",335.79,150,500
226,Giza,Al-hawamidiyah,Utilities (Monthly),"Broadband Internet (Unlimited Data, 60 Mbps or Higher)",533.64,250,1000
227,Giza,Al-hawamidiyah,Sports And Leisure,Cinema Ticket (International Release),150,100,150
228,Giza,Al-hawamidiyah,Childcare,"Private Full-Day Preschool or Kindergarten, Monthly Fee per Child",4155.56,2500,5000
229,Giza,Al-hawamidiyah,Childcare,"International Primary School, Annual Tuition per Child",111363.64,70000,308505.74
230,Giza,Al-hawamidiyah,Clothing And Shoes,Jeans (Levi's 501 or Similar),1503.57,600,3000
231,Giza,Al-hawamidiyah,Clothing And Shoes,Summer Dress in a Chain Store (e.g. Zara or H&M),2300,800,4000
232,Giza,Al-hawamidiyah,Clothing And Shoes,Nike Running Shoes (Mid-Range),6545.45,3500,12000
233,Giza,Al-hawamidiyah,Clothing And Shoes,Men's Leather Business Shoes,2877.78,700,5000
234,Giza,Al-hawamidiyah,Salaries And Financing,"Annual Mortgage Interest Rate (20-Year Fixed, in %)",20.5,14,24
235,Alexandria,Alexandria,Restaurants,Meal at an Inexpensive Restaurant,200,120,500
236,Alexandria,Alexandria,Restaurants,"Meal for Two at a Mid-Range Restaurant (Three Courses, Without Drinks)",800,500,1500
237,Alexandria,Alexandria,Restaurants,Combo Meal at McDonald's (or Equivalent Fast-Food Meal),250,200,250
238,Alexandria,Alexandria,Restaurants,Domestic Draft Beer (0.5 Liter),72.5,60,110
239,Alexandria,Alexandria,Restaurants,Imported Beer (0.33 Liter Bottle),150,90,200
240,Alexandria,Alexandria,Restaurants,Cappuccino (Regular Size),64.12,30,120
241,Alexandria,Alexandria,Restaurants,"Soft Drink (Coca-Cola or Pepsi, 0.33 Liter Bottle)",16.38,15,20
242,Alexandria,Alexandria,Restaurants,Bottled Water (0.33 Liter),6.53,5,10
243,Alexandria,Alexandria,Markets,"Milk (Regular, 1 Liter)",43.93,38,50
244,Alexandria,Alexandria,Markets,Fresh White Bread (500 g Loaf),39.57,20,120
245,Alexandria,Alexandria,Markets,White Rice (1 kg),33.52,26,40
246,Alexandria,Alexandria,Markets,"Eggs (12, Large Size)",61.17,36,72
247,Alexandria,Alexandria,Markets,Local Cheese (1 kg),208.12,80,400
248,Alexandria,Alexandria,Markets,Chicken Fillets (1 kg),220.62,180,250
249,Alexandria,Alexandria,Markets,Beef Round or Equivalent Back Leg Red Meat (1 kg),470.26,400,500
250,Alexandria,Alexandria,Markets,Apples (1 kg),72.11,40,90
251,Alexandria,Alexandria,Markets,Bananas (1 kg),33.82,25,50
252,Alexandria,Alexandria,Markets,Oranges (1 kg),22.69,10,35
253,Alexandria,Alexandria,Markets,Tomatoes (1 kg),17.04,10,25
254,Alexandria,Alexandria,Markets,Potatoes (1 kg),17.08,7,30
255,Alexandria,Alexandria,Markets,Onions (1 kg),18.57,10,30
256,Alexandria,Alexandria,Markets,Lettuce (1 Head),14,5,30
257,Alexandria,Alexandria,Markets,Bottled Water (1.5 Liter),10.12,8,12
258,Alexandria,Alexandria,Markets,Bottle of Wine (Mid-Range),300,150,500
259,Alexandria,Alexandria,Markets,Domestic Beer (0.5 Liter Bottle),66,60,90
260,Alexandria,Alexandria,Markets,Imported Beer (0.33 Liter Bottle),140,45,160
261,Alexandria,Alexandria,Markets,"Cigarettes (Pack of 20, Marlboro)",100,80,150
262,Alexandria,Alexandria,Transportation,One-Way Ticket (Local Transport),10,6.5,15
263,Alexandria,Alexandria,Transportation,Monthly Public Transport Pass (Regular Price),700,,
264,Alexandria,Alexandria,Transportation,Taxi Start (Standard Tariff),30,20,50
265,Alexandria,Alexandria,Transportation,Taxi 1 km (Standard Tariff),22.5,10,30
266,Alexandria,Alexandria,Transportation,Taxi 1 Hour Waiting (Standard Tariff),100,70,100
267,Alexandria,Alexandria,Transportation,Gasoline (1 Liter),19.03,15,24
268,Alexandria,Alexandria,Transportation,Volkswagen Golf 1.5 (or Equivalent New Compact Car),1690000,1690000,1800000
269,Alexandria,Alexandria,Transportation,Toyota Corolla Sedan 1.6 (or Equivalent New Mid-Size Car),1506250,1200000,1700000
270,Alexandria,Alexandria,Utilities (Monthly),"Basic Utilities for 85 m2 Apartment (Electricity, Heating, Cooling, Water, Garbage)",669.6,470,1000
271,Alexandria,Alexandria,Utilities (Monthly),"Mobile Phone Plan (Monthly, with Calls and 10GB+ Data)",335.79,150,500
272,Alexandria,Alexandria,Utilities (Monthly),"Broadband Internet (Unlimited Data, 60 Mbps or Higher)",533.64,250,1000
273,Alexandria,Alexandria,Sports And Leisure,Monthly Fitness Club Membership,655.88,250,1500
274,Alexandria,Alexandria,Sports And Leisure,"Tennis Court Rental (1 Hour, Weekend)",385.71,250,500
275,Alexandria,Alexandria,Sports And Leisure,Cinema Ticket (International Release),150,100,150
276,Alexandria,Alexandria,Childcare,"Private Full-Day Preschool or Kindergarten, Monthly Fee per Child",4155.56,2500,5000
277,Alexandria,Alexandria,Childcare,"International Primary School, Annual Tuition per Child",111363.64,70000,308661.93
278,Alexandria,Alexandria,Clothing And Shoes,Jeans (Levi's 501 or Similar),1503.57,600,3000
279,Alexandria,Alexandria,Clothing And Shoes,Summer Dress in a Chain Store (e.g. Zara or H&M),2300,800,4000
280,Alexandria,Alexandria,Clothing And Shoes,Nike Running Shoes (Mid-Range),6545.45,3500,12000
281,Alexandria,Alexandria,Clothing And Shoes,Men's Leather Business Shoes,2877.78,700,5000
282,Alexandria,Alexandria,Rent Per Month,1 Bedroom Apartment in City Centre,6769.23,5000,15000
283,Alexandria,Alexandria,Rent Per Month,1 Bedroom Apartment Outside of City Centre,3722.22,3000,5000
284,Alexandria,Alexandria,Rent Per Month,3 Bedroom Apartment in City Centre,14272.73,10000,35000
285,Alexandria,Alexandria,Rent Per Month,3 Bedroom Apartment Outside of City Centre,7269.23,5000,10000
286,Alexandria,Alexandria,Buy Apartment Price,Price per Square Meter to Buy Apartment in City Centre,36428.57,25000,50000
287,Alexandria,Alexandria,Buy Apartment Price,Price per Square Meter to Buy Apartment Outside of Centre,23200,11000,50000
288,Alexandria,Alexandria,Salaries And Financing,Average Monthly Net Salary (After Tax),6606.25,,
289,Alexandria,Alexandria,Salaries And Financing,"Annual Mortgage Interest Rate (20-Year Fixed, in %)",20.5,14,24
290,Aswan,Aswan,Restaurants,Meal at an Inexpensive Restaurant,250,200,250
291,Aswan,Aswan,Restaurants,"Meal for Two at a Mid-Range Restaurant (Three Courses, Without Drinks)",430,400,500
292,Aswan,Aswan,Restaurants,Combo Meal at McDonald's (or Equivalent Fast-Food Meal),190,160,220
293,Aswan,Aswan,Restaurants,Cappuccino (Regular Size),47.5,30,65
294,Aswan,Aswan,Restaurants,"Soft Drink (Coca-Cola or Pepsi, 0.33 Liter Bottle)",18,,
295,Aswan,Aswan,Restaurants,Bottled Water (0.33 Liter),5,5,5
296,Aswan,Aswan,Transportation,One-Way Ticket (Local Transport),15,,
297,Aswan,Aswan,Transportation,Taxi Start (Standard Tariff),30,,
298,Aswan,Aswan,Transportation,Taxi 1 Hour Waiting (Standard Tariff),250,,
299,Aswan,Aswan,Transportation,Gasoline (1 Liter),21,,
300,Aswan,Aswan,Utilities (Monthly),"Mobile Phone Plan (Monthly, with Calls and 10GB+ Data)",100,,
301,Aswan,Aswan,Utilities (Monthly),"Broadband Internet (Unlimited Data, 60 Mbps or Higher)",500,,
302,Aswan,Aswan,Sports And Leisure,Monthly Fitness Club Membership,300,,
303,Aswan,Aswan,Sports And Leisure,"Tennis Court Rental (1 Hour, Weekend)",250,,
304,Aswan,Aswan,Sports And Leisure,Cinema Ticket (International Release),50,,
305,Assiut,Assiut,Restaurants,Meal at an Inexpensive Restaurant,125,100,150
306,Assiut,Assiut,Restaurants,"Meal for Two at a Mid-Range Restaurant (Three Courses, Without Drinks)",400,,
307,Assiut,Assiut,Restaurants,Combo Meal at McDonald's (or Equivalent Fast-Food Meal),220,,
308,Assiut,Assiut,Restaurants,"Soft Drink (Coca-Cola or Pepsi, 0.33 Liter Bottle)",15,15,15
309,Assiut,Assiut,Restaurants,Bottled Water (0.33 Liter),8.67,5,15
310,Assiut,Assiut,Markets,"Milk (Regular, 1 Liter)",35,20,50
311,Assiut,Assiut,Markets,Fresh White Bread (500 g Loaf),39,30,48
312,Assiut,Assiut,Markets,White Rice (1 kg),32.33,25,40
313,Assiut,Assiut,Markets,"Eggs (12, Large Size)",64,42,72
314,Assiut,Assiut,Markets,Local Cheese (1 kg),140,140,140
315,Assiut,Assiut,Markets,Chicken Fillets (1 kg),143.33,120,160
316,Assiut,Assiut,Markets,Beef Round or Equivalent Back Leg Red Meat (1 kg),426.67,420,440
317,Assiut,Assiut,Markets,Apples (1 kg),61.67,45,80
318,Assiut,Assiut,Markets,Bananas (1 kg),31.67,30,35
319,Assiut,Assiut,Markets,Oranges (1 kg),31.67,30,35
320,Assiut,Assiut,Markets,Tomatoes (1 kg),24.33,8,50
321,Assiut,Assiut,Markets,Potatoes (1 kg),16,8,25
322,Assiut,Assiut,Markets,Onions (1 kg),15.67,10,25
323,Assiut,Assiut,Markets,Lettuce (1 Head),11.67,5,20
324,Assiut,Assiut,Markets,Bottled Water (1.5 Liter),10,,
325,Assiut,Assiut,Markets,Domestic Beer (0.5 Liter Bottle),65,,
326,Assiut,Assiut,Markets,"Cigarettes (Pack of 20, Marlboro)",90,,
327,Assiut,Assiut,Transportation,One-Way Ticket (Local Transport),5.5,5,6
328,Assiut,Assiut,Transportation,Monthly Public Transport Pass (Regular Price),600,,
329,Assiut,Assiut,Transportation,Taxi Start (Standard Tariff),20,15,25
330,Assiut,Assiut,Transportation,Taxi 1 km (Standard Tariff),20,20,20
331,Assiut,Assiut,Transportation,Taxi 1 Hour Waiting (Standard Tariff),50,,
332,Assiut,Assiut,Transportation,Gasoline (1 Liter),22,20,24
333,Assiut,Assiut,Utilities (Monthly),"Basic Utilities for 85 m2 Apartment (Electricity, Heating, Cooling, Water, Garbage)",750,,
334,Assiut,Assiut,Utilities (Monthly),"Mobile Phone Plan (Monthly, with Calls and 10GB+ Data)",350,300,400
335,Assiut,Assiut,Utilities (Monthly),"Broadband Internet (Unlimited Data, 60 Mbps or Higher)",950,,
336,Assiut,Assiut,Sports And Leisure,Monthly Fitness Club Membership,700,500,900
337,Assiut,Assiut,Sports And Leisure,"Tennis Court Rental (1 Hour, Weekend)",240,,
338,Assiut,Assiut,Sports And Leisure,Cinema Ticket (International Release),125,100,150
339,Assiut,Assiut,Childcare,"Private Full-Day Preschool or Kindergarten, Monthly Fee per Child",3500,,
340,Assiut,Assiut,Childcare,"International Primary School, Annual Tuition per Child",35000,25000,45000
341,Assiut,Assiut,Clothing And Shoes,Jeans (Levi's 501 or Similar),600,,
342,Assiut,Assiut,Clothing And Shoes,Summer Dress in a Chain Store (e.g. Zara or H&M),1200,,
343,Assiut,Assiut,Clothing And Shoes,Nike Running Shoes (Mid-Range),3000,,
344,Assiut,Assiut,Clothing And Shoes,Men's Leather Business Shoes,2500,,
345,Assiut,Assiut,Rent Per Month,1 Bedroom Apartment in City Centre,5000,,
